Feb 22, 2013	1.981
Feb 25, 2013	1.979
Feb 26, 2013	1.864
Feb 27, 2013	1.86
Feb 28, 2013	1.876
Mar 1, 2013	1.85
Mar 4, 2013	1.839
Mar 5, 2013	1.899
Mar 6, 2013	1.932
Mar 7, 2013	1.939
Mar 8, 2013	2.012
Mar 11, 2013	2.044
Mar 12, 2013	2.038
Mar 13, 2013	2.007
Mar 14, 2013	2.054
Mar 15, 2013	2.035
Mar 18, 2013	1.993
Mar 19, 2013	1.944
Mar 20, 2013	1.941
Mar 21, 2013	1.949
Mar 22, 2013	1.913
Mar 25, 2013	1.967
Mar 26, 2013	1.93
Mar 27, 2013	1.857
Mar 28, 2013	1.864
Apr 1, 2013	1.885
Apr 2, 2013	1.835
Apr 3, 2013	1.857
Apr 4, 2013	1.795
Apr 5, 2013	1.75
Apr 8, 2013	1.723
Apr 9, 2013	1.75
Apr 10, 2013	1.767
Apr 11, 2013	1.798
Apr 12, 2013	1.757
Apr 15, 2013	1.709
Apr 16, 2013	1.728
Apr 17, 2013	1.707
Apr 18, 2013	1.712
Apr 19, 2013	1.7
Apr 22, 2013	1.715
Apr 23, 2013	1.674
Apr 24, 2013	1.712
Apr 25, 2013	1.71
Apr 26, 2013	1.689
Apr 29, 2013	1.663
Apr 30, 2013	1.651
May 1, 2013	1.658
May 2, 2013	1.643
May 3, 2013	1.627
May 6, 2013	1.747
May 7, 2013	1.776
May 8, 2013	1.79
May 9, 2013	1.782
May 10, 2013	1.848
May 13, 2013	1.912
May 14, 2013	1.907
May 15, 2013	1.956
May 16, 2013	1.949
May 17, 2013	1.881
May 20, 2013	1.935
May 21, 2013	1.961
May 22, 2013	1.928
May 23, 2013	2.012
May 24, 2013	2.011
May 28, 2013	2.042
May 29, 2013	2.147
May 30, 2013	2.147
May 31, 2013	2.092
Jun 3, 2013	2.168
Jun 4, 2013	2.135
Jun 5, 2013	2.107
Jun 6, 2013	2.082
Jun 7, 2013	2.093
Jun 10, 2013	2.186
Jun 11, 2013	2.269
Jun 12, 2013	2.19
Jun 13, 2013	2.23
Jun 14, 2013	2.122
Jun 17, 2013	2.117
Jun 18, 2013	2.198
Jun 19, 2013	2.175
Jun 20, 2013	2.417
Jun 21, 2013	2.392
Jun 24, 2013	2.653
Jun 25, 2013	2.5
Jun 26, 2013	2.567
Jun 27, 2013	2.498
Jun 28, 2013	2.497
Jul 1, 2013	2.521
Jul 2, 2013	2.477
Jul 3, 2013	2.479
Jul 5, 2013	2.569
Jul 8, 2013	2.723
Jul 9, 2013	2.636
Jul 10, 2013	2.625
Jul 11, 2013	2.587
Jul 12, 2013	2.541
Jul 15, 2013	2.635
Jul 16, 2013	2.521
Jul 17, 2013	2.543
Jul 18, 2013	2.482
Jul 19, 2013	2.535
Jul 22, 2013	2.475
Jul 23, 2013	2.522
Jul 24, 2013	2.556
Jul 25, 2013	2.6
Jul 26, 2013	2.581
Jul 29, 2013	2.563
Jul 30, 2013	2.591
Jul 31, 2013	2.656
Aug 1, 2013	2.601
Aug 2, 2013	2.737
Aug 5, 2013	2.617
Aug 6, 2013	2.635
Aug 7, 2013	2.642
Aug 8, 2013	2.599
Aug 9, 2013	2.587
Aug 12, 2013	2.591
Aug 13, 2013	2.667
Aug 14, 2013	2.719
Aug 15, 2013	2.755
Aug 16, 2013	2.799
Aug 19, 2013	2.846
Aug 20, 2013	2.811
Aug 21, 2013	2.818
Aug 22, 2013	2.916
Aug 23, 2013	2.91
Aug 26, 2013	2.824
Aug 27, 2013	2.763
Aug 28, 2013	2.751
Aug 29, 2013	2.798
Aug 30, 2013	2.769
Sep 3, 2013	2.837
Sep 4, 2013	2.874
Sep 5, 2013	2.898
Sep 6, 2013	2.957
Sep 9, 2013	2.905
Sep 10, 2013	2.949
Sep 11, 2013	2.94
Sep 12, 2013	2.894
Sep 13, 2013	2.92
Sep 16, 2013	2.809
Sep 17, 2013	2.849
Sep 18, 2013	2.855
Sep 19, 2013	2.697
Sep 20, 2013	2.774
Sep 23, 2013	2.739
Sep 24, 2013	2.692
Sep 25, 2013	2.657
Sep 26, 2013	2.637
Sep 27, 2013	2.634
Sep 30, 2013	2.606
Oct 1, 2013	2.646
Oct 2, 2013	2.614
Oct 3, 2013	2.635
Oct 4, 2013	2.623
Oct 7, 2013	2.621
Oct 8, 2013	2.654
Oct 9, 2013	2.638
Oct 10, 2013	2.703
Oct 11, 2013	2.683
Oct 14, 2013	2.691
Oct 15, 2013	2.717
Oct 16, 2013	2.737
Oct 17, 2013	2.627
Oct 18, 2013	2.574
Oct 21, 2013	2.601
Oct 22, 2013	2.583
Oct 23, 2013	2.493
Oct 24, 2013	2.485
Oct 25, 2013	2.518
Oct 28, 2013	2.512
Oct 29, 2013	2.518
Oct 30, 2013	2.491
Oct 31, 2013	2.518
Nov 1, 2013	2.589
Nov 4, 2013	2.607
Nov 5, 2013	2.618
Nov 6, 2013	2.66
Nov 7, 2013	2.616
Nov 8, 2013	2.618
Nov 11, 2013	2.751
Nov 12, 2013	2.763
Nov 13, 2013	2.742
Nov 14, 2013	2.723
Nov 15, 2013	2.728
Nov 18, 2013	2.703
Nov 19, 2013	2.687
Nov 20, 2013	2.723
Nov 21, 2013	2.799
Nov 22, 2013	2.775
Nov 25, 2013	2.755
Nov 26, 2013	2.712
Nov 27, 2013	2.721
Nov 29, 2013	2.746
Dec 2, 2013	2.781
Dec 3, 2013	2.777
Dec 4, 2013	2.828
Dec 5, 2013	2.841
Dec 6, 2013	2.868
Dec 9, 2013	2.846
Dec 10, 2013	2.819
Dec 11, 2013	2.817
Dec 12, 2013	2.859
Dec 13, 2013	2.87
Dec 16, 2013	2.848
Dec 17, 2013	2.876
Dec 18, 2013	2.861
Dec 19, 2013	2.883
Dec 20, 2013	2.946
Dec 23, 2013	2.916
Dec 24, 2013	2.942
Dec 26, 2013	2.981
Dec 27, 2013	3.019
Dec 30, 2013	2.991
Dec 31, 2013	2.985
Jan 2, 2014	3.028
Jan 3, 2014	2.998
Jan 6, 2014	2.976
Jan 7, 2014	2.956
Jan 8, 2014	2.984
Jan 9, 2014	2.986
Jan 10, 2014	2.956
Jan 13, 2014	2.854
Jan 14, 2014	2.847
Jan 15, 2014	2.864
Jan 16, 2014	2.88
Jan 17, 2014	2.834
Jan 21, 2014	2.843
Jan 22, 2014	2.849
Jan 23, 2014	2.838
Jan 24, 2014	2.737
Jan 27, 2014	2.75
Jan 28, 2014	2.779
Jan 29, 2014	2.755
Jan 30, 2014	2.699
Jan 31, 2014	2.648
Feb 3, 2014	2.677
Feb 4, 2014	2.611
Feb 5, 2014	2.608
Feb 6, 2014	2.677
Feb 7, 2014	2.722
Feb 10, 2014	2.673
Feb 11, 2014	2.687
Feb 12, 2014	2.742
Feb 13, 2014	2.761
Feb 14, 2014	2.73
Feb 18, 2014	2.73
Feb 19, 2014	2.682
Feb 20, 2014	2.736
Feb 21, 2014	2.766
Feb 24, 2014	2.741
Feb 25, 2014	2.746
Feb 26, 2014	2.71
Feb 27, 2014	2.648
Feb 28, 2014	2.64
Mar 3, 2014	2.612
Mar 4, 2014	2.647
Mar 5, 2014	2.7
Mar 6, 2014	2.721
Mar 7, 2014	2.725
Mar 10, 2014	2.802
Mar 11, 2014	2.786
Mar 12, 2014	2.752
Mar 13, 2014	2.732
Mar 14, 2014	2.626
Mar 17, 2014	2.672
Mar 18, 2014	2.69
Mar 19, 2014	2.683
Mar 20, 2014	2.781
Mar 21, 2014	2.764
Mar 24, 2014	2.77
Mar 25, 2014	2.746
Mar 26, 2014	2.755
Mar 27, 2014	2.703
Mar 28, 2014	2.688
Mar 31, 2014	2.744
Apr 1, 2014	2.743
Apr 2, 2014	2.779
Apr 3, 2014	2.799
Apr 4, 2014	2.795
Apr 7, 2014	2.726
Apr 8, 2014	2.717
Apr 9, 2014	2.706
Apr 10, 2014	2.666
Apr 11, 2014	2.608
Apr 14, 2014	2.637
Apr 15, 2014	2.655
Apr 16, 2014	2.648
Apr 17, 2014	2.652
Apr 21, 2014	2.722
Apr 22, 2014	2.726
Apr 23, 2014	2.697
Apr 24, 2014	2.715
Apr 25, 2014	2.666
Apr 28, 2014	2.682
Apr 29, 2014	2.715
Apr 30, 2014	2.711
May 1, 2014	2.66
May 2, 2014	2.624
May 5, 2014	2.575
May 6, 2014	2.61
May 7, 2014	2.611
May 8, 2014	2.618
May 9, 2014	2.595
May 12, 2014	2.645
May 13, 2014	2.656
May 14, 2014	2.571
May 15, 2014	2.541
May 16, 2014	2.496
May 19, 2014	2.52
May 20, 2014	2.548
May 21, 2014	2.53
May 22, 2014	2.554
May 23, 2014	2.543
May 27, 2014	2.536
May 28, 2014	2.498
May 29, 2014	2.436
May 30, 2014	2.466
Jun 2, 2014	2.5
Jun 3, 2014	2.55
Jun 4, 2014	2.58
Jun 5, 2014	2.602
Jun 6, 2014	2.577
Jun 9, 2014	2.615
Jun 10, 2014	2.631
Jun 11, 2014	2.635
Jun 12, 2014	2.651
Jun 13, 2014	2.613
Jun 16, 2014	2.581
Jun 17, 2014	2.595
Jun 18, 2014	2.65
Jun 19, 2014	2.586
Jun 20, 2014	2.641
Jun 23, 2014	2.599
Jun 24, 2014	2.61
Jun 25, 2014	2.572
Jun 26, 2014	2.563
Jun 27, 2014	2.521
Jun 30, 2014	2.52
Jul 1, 2014	2.55
Jul 2, 2014	2.588
Jul 3, 2014	2.627
Jul 7, 2014	2.632
Jul 8, 2014	2.597
Jul 9, 2014	2.578
Jul 10, 2014	2.503
Jul 11, 2014	2.523
Jul 14, 2014	2.529
Jul 15, 2014	2.547
Jul 16, 2014	2.554
Jul 17, 2014	2.516
Jul 18, 2014	2.464
Jul 21, 2014	2.485
Jul 22, 2014	2.496
Jul 23, 2014	2.462
Jul 24, 2014	2.493
Jul 25, 2014	2.505
Jul 28, 2014	2.48
Jul 29, 2014	2.478
Jul 30, 2014	2.471
Jul 31, 2014	2.569
Aug 1, 2014	2.582
Aug 4, 2014	2.494
Aug 5, 2014	2.494
Aug 6, 2014	2.442
Aug 7, 2014	2.465
Aug 8, 2014	2.395
Aug 11, 2014	2.44
Aug 12, 2014	2.431
Aug 13, 2014	2.46
Aug 14, 2014	2.414
Aug 15, 2014	2.387
Aug 18, 2014	2.366
Aug 19, 2014	2.363
Aug 20, 2014	2.412
Aug 21, 2014	2.442
Aug 22, 2014	2.394
Aug 25, 2014	2.386
Aug 26, 2014	2.387
Aug 27, 2014	2.368
Aug 28, 2014	2.341
Aug 29, 2014	2.345
Sep 2, 2014	2.393
Sep 3, 2014	2.455
Sep 4, 2014	2.4
Sep 5, 2014	2.468
Sep 8, 2014	2.437
Sep 9, 2014	2.5
Sep 10, 2014	2.529
Sep 11, 2014	2.52
Sep 12, 2014	2.576
Sep 15, 2014	2.605
Sep 16, 2014	2.556
Sep 17, 2014	2.578
Sep 18, 2014	2.625
Sep 19, 2014	2.611
Sep 22, 2014	2.562
Sep 23, 2014	2.549
Sep 24, 2014	2.538
Sep 25, 2014	2.544
Sep 26, 2014	2.502
Sep 29, 2014	2.499
Sep 30, 2014	2.504
Oct 1, 2014	2.475
Oct 2, 2014	2.409
Oct 3, 2014	2.441
Oct 6, 2014	2.43
Oct 7, 2014	2.418
Oct 8, 2014	2.364
Oct 9, 2014	2.289
Oct 10, 2014	2.304
Oct 13, 2014	2.286
Oct 14, 2014	2.19
Oct 15, 2014	2.162
Oct 16, 2014	2.056
Oct 17, 2014	2.172
Oct 20, 2014	2.19
Oct 21, 2014	2.211
Oct 22, 2014	2.209
Oct 23, 2014	2.246
Oct 24, 2014	2.243
Oct 27, 2014	2.262
Oct 28, 2014	2.284
Oct 29, 2014	2.291
Oct 30, 2014	2.312
Oct 31, 2014	2.332
Nov 3, 2014	2.325
Nov 4, 2014	2.319
Nov 5, 2014	2.366
Nov 6, 2014	2.335
Nov 7, 2014	2.389
Nov 10, 2014	2.294
Nov 11, 2014	2.36
Nov 12, 2014	2.326
Nov 13, 2014	2.354
Nov 14, 2014	2.354
Nov 17, 2014	2.292
Nov 18, 2014	2.328
Nov 19, 2014	2.34
Nov 20, 2014	2.326
Nov 21, 2014	2.34
Nov 24, 2014	2.331
Nov 25, 2014	2.301
Nov 26, 2014	2.252
Nov 28, 2014	2.209
Dec 1, 2014	2.157
Dec 2, 2014	2.246
Dec 3, 2014	2.291
Dec 4, 2014	2.28
Dec 5, 2014	2.252
Dec 8, 2014	2.31
Dec 9, 2014	2.239
Dec 10, 2014	2.208
Dec 11, 2014	2.146
Dec 12, 2014	2.116
Dec 15, 2014	2.131
Dec 16, 2014	2.047
Dec 17, 2014	2.097
Dec 18, 2014	2.176
Dec 19, 2014	2.209
Dec 22, 2014	2.185
Dec 23, 2014	2.172
Dec 24, 2014	2.284
Dec 26, 2014	2.243
Dec 29, 2014	2.223
Dec 30, 2014	2.19
Dec 31, 2014	2.177
Jan 2, 2015	2.197
Jan 5, 2015	2.102
Jan 6, 2015	1.968
Jan 7, 2015	1.975
Jan 8, 2015	2.004
Jan 9, 2015	1.997
Jan 12, 2015	1.964
Jan 13, 2015	1.876
Jan 14, 2015	1.866
Jan 15, 2015	1.813
Jan 16, 2015	1.715
Jan 20, 2015	1.827
Jan 21, 2015	1.798
Jan 22, 2015	1.939
Jan 23, 2015	1.82
Jan 26, 2015	1.804
Jan 27, 2015	1.794
Jan 28, 2015	1.823
Jan 29, 2015	1.746
Jan 30, 2015	1.702
Feb 2, 2015	1.674
Feb 3, 2015	1.717
Feb 4, 2015	1.821
Feb 5, 2015	1.8
Feb 6, 2015	1.818
Feb 9, 2015	1.922
Feb 10, 2015	2.014
Feb 11, 2015	1.983
Feb 12, 2015	2.033
Feb 13, 2015	2.007
Feb 17, 2015	2.028
Feb 18, 2015	2.133
Feb 19, 2015	2.092
Feb 20, 2015	2.078
Feb 23, 2015	2.112
Feb 24, 2015	2.075
Feb 25, 2015	1.972
Feb 26, 2015	1.939
Feb 27, 2015	2.024
Mar 2, 2015	2.014
Mar 3, 2015	2.1
Mar 4, 2015	2.128
Mar 5, 2015	2.135
Mar 6, 2015	2.11
Mar 9, 2015	2.215
Mar 10, 2015	2.158
Mar 11, 2015	2.151
Mar 12, 2015	2.088
Mar 13, 2015	2.107
Mar 16, 2015	2.093
Mar 17, 2015	2.051
Mar 18, 2015	2.026
Mar 19, 2015	1.937
Mar 20, 2015	1.956
Mar 23, 2015	1.916
Mar 24, 2015	1.903
Mar 25, 2015	1.864
Mar 26, 2015	1.925
Mar 27, 2015	1.984
Mar 30, 2015	1.965
Mar 31, 2015	1.939
Apr 1, 2015	1.892
Apr 2, 2015	1.857
Apr 6, 2015	1.845
Apr 7, 2015	1.913
Apr 8, 2015	1.892
Apr 9, 2015	1.88
Apr 10, 2015	1.942
Apr 13, 2015	1.972
Apr 14, 2015	1.918
Apr 15, 2015	1.914
Apr 16, 2015	1.881
Apr 17, 2015	1.858
Apr 20, 2015	1.881
Apr 21, 2015	1.869
Apr 22, 2015	1.905
Apr 23, 2015	1.968
Apr 24, 2015	1.956
Apr 27, 2015	1.933
Apr 28, 2015	1.928
Apr 29, 2015	2.026
Apr 30, 2015	2.034
May 1, 2015	2.067
May 4, 2015	2.119
May 5, 2015	2.142
May 6, 2015	2.198
May 7, 2015	2.209
May 8, 2015	2.178
May 11, 2015	2.175
May 12, 2015	2.335
May 13, 2015	2.227
May 14, 2015	2.251
May 15, 2015	2.192
May 18, 2015	2.156
May 19, 2015	2.214
May 20, 2015	2.257
May 21, 2015	2.23
May 22, 2015	2.171
May 26, 2015	2.19
May 27, 2015	2.155
May 28, 2015	2.127
May 29, 2015	2.128
Jun 1, 2015	2.125
Jun 2, 2015	2.213
Jun 3, 2015	2.291
Jun 4, 2015	2.359
Jun 5, 2015	2.35
Jun 8, 2015	2.399
Jun 9, 2015	2.386
Jun 10, 2015	2.477
Jun 11, 2015	2.462
Jun 12, 2015	2.386
Jun 15, 2015	2.352
Jun 16, 2015	2.324
Jun 17, 2015	2.331
Jun 18, 2015	2.304
Jun 19, 2015	2.317
Jun 22, 2015	2.317
Jun 23, 2015	2.389
Jun 24, 2015	2.383
Jun 25, 2015	2.398
Jun 26, 2015	2.434
Jun 29, 2015	2.369
Jun 30, 2015	2.362
Jul 1, 2015	2.418
